GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),515536.4486177543,,,,,,GBR,1995,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,70344.6393880114,3.98586520658017,0.93770945883232,,,,GBR,1995,Subsector,1. Energy
3.  Transport,122840.36715227287,40.21141400104982,6.21935829397546,,,,GBR,1995,Subsector,1. Energy
4.  Other sectors,115002.34945380647,47.41981369698467,1.03364554664324,,,,GBR,1995,Subsector,1. Energy
5.  Other,3893.13229587805,0.10238756856491,0.13997921219694,,,,GBR,1995,Subsector,1. Energy
B. Fugitive emissions from fuels,8341.1933179029,1052.7537972403807,0.20361099572159,,,,GBR,1995,Subsector,1. Energy
